Avg Min Season:,Avg PPG Season:,Avg AST Season:,Avg REB Season:,Avg PAR Season:,Avg PR Season:,Avg PA Season:,Avg PAR/min Season:,Avg PR/min Season:,Avg PA/min Season:
33.8,30.2,3.4,14.6,48.2,44.8,33.6,1.426,1.325,0.994
